Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
LOS RIOS;-0,57563794;-79,36905;13;MUJER;SIN_DATO;SIN_DATO;27/3/2023;DESAPARECIDO;SIN_DATO
LOJA;-3,9893677;-79,19823781;35;MUJER;PROBLEMAS SOCIALES;ALCOHOLISMO;7/4/2023;ENCONTRADO;17/4/2023
TUNGURAHUA;-1,3065218;-78,6739117;14;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/4/2023;ENCONTRADO;12/4/2023
ESMERALDAS;0,93014923;-79,67679977;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/4/2023;ENCONTRADO;2/5/2023
GUAYAS;-2,1241414;-79,5912487;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/4/2023;ENCONTRADO;12/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2521882;-79,1879383;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/4/2023;ENCONTRADO;10/4/2023
ESMERALDAS;0,6116137;-80,020655;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/4/2023;ENCONTRADO;7/5/2023
GUAYAS;-2,1394035;-79,5939034;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/4/2023;ENCONTRADO;12/4/2023
PICHINCHA;-0,1379023;-78,5085778;38;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;10/4/2023;ENCONTRADO;11/4/2023
PICHINCHA;-0,2331962;-78,5323021;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/4/2023;ENCONTRADO;5/5/2023
MANABI;-1,05625301;-80,44004909;25;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;1/3/2023;ENCONTRADO;1/4/2023
MORONA SANTIAGO;-1,94566696;-77,99000509;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/3/2023;ENCONTRADO;3/5/2023
COTOPAXI;-1,07754077;-78,57421875;29;MUJER;FALLECIDO;ACCIDENTAL;5/4/2023;FALLECIDO;9/4/2023
PICHINCHA;-0,2258521;-78,4927385;25;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/2/2023;ENCONTRADO;8/5/2023
PICHINCHA;-0,2331962;-78,5323021;10;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;11/4/2023;ENCONTRADO;11/4/2023
GUAYAS;-2,2840098;-79,8847104;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/3/2023;ENCONTRADO;7/5/2023
LOS RIOS;-0,99261981;-79,43959057;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/3/2023;ENCONTRADO;13/4/2023
GUAYAS;-2,1658732;-79,9191396;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/3/2023;ENCONTRADO;2/5/2023
ESMERALDAS;0,96706388;-79,65267415;31;HOMBRE;SIN_DATO;SIN_DATO;8/4/2023;DESAPARECIDO;SIN_DATO
CAÑAR;-2,71080908;-78,88273737;22;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;27/3/2023;ENCONTRADO;11/4/2023
CAÑAR;-2,35771587;-79,39788832;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;29/1/2023;ENCONTRADO;11/4/2023
PICHINCHA;-0,2213232;-78,5056457;9;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;17/4/2023;ENCONTRADO;9/5/2023
PICHINCHA;-0,2213232;-78,5056457;49;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;17/4/2023;ENCONTRADO;9/5/2023
PICHINCHA;-0,2213232;-78,5056457;12;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;17/4/2023;ENCONTRADO;9/5/2023
AZUAY;-2,845228;-78,9820087;37;HOMBRE;SIN_DATO;SIN_DATO;20/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,14449083;-79,88366398;41;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/4/2023;ENCONTRADO;11/5/2023
SUCUMBIOS;0,07239817;-76,881423;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/4/2023;ENCONTRADO;9/5/2023
MORONA SANTIAGO;-2,25504634;-78,161255;15;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;3/4/2023;ENCONTRADO;15/5/2023
CHIMBORAZO;-1,690178;-78,675141;48;MUJER;SIN_DATO;SIN_DATO;25/4/2023;DESAPARECIDO;SIN_DATO
ZAMORA CHINCHIPE;-4,86353692;-79,13011976;45;MUJER;SIN_DATO;SIN_DATO;2/4/2023;DESAPARECIDO;SIN_DATO
SANTA ELENA;-1,82655382;-80,75389981;27;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;12/3/2023;ENCONTRADO;14/5/2023
SUCUMBIOS;0,0752971;-76,87950253;15;MUJER;SIN_DATO;SIN_DATO;10/4/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,67553654;-78,67293465;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/4/2023;ENCONTRADO;13/4/2023
SANTA ELENA;-2,219179;-80,961044;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/2/2023;ENCONTRADO;16/4/2023
PICHINCHA;0,04052913;-78,20788017;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/4/2023;ENCONTRADO;6/4/2023
PICHINCHA;0,04052913;-78,20788017;2;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/4/2023;ENCONTRADO;6/4/2023
GUAYAS;-2,2366414;-79,8964738;76;MUJER;FALLECIDO;NO DETERMINADA;11/4/2023;FALLECIDO;18/4/2023
IMBABURA;0,3323852;-78,2162833;43;HOMBRE;SIN_DATO;SIN_DATO;1/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,2546754;-79,8792876;17;MUJER;SIN_DATO;SIN_DATO;23/4/2023;DESAPARECIDO;SIN_DATO
IMBABURA;0,2211984;-78,1696601;44;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/4/2023;ENCONTRADO;21/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,4157315;-79,2747132;80;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;9/4/2023;ENCONTRADO;14/4/2023
MORONA SANTIAGO;-2,3074378;-78,1202307;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/4/2023;ENCONTRADO;13/4/2023
ESMERALDAS;1,08916769;-78,99154739;13;HOMBRE;SIN_DATO;SIN_DATO;9/1/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,25471981;-79,8789651;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/3/2023;ENCONTRADO;12/4/2023
GUAYAS;-2,21029268;-79,91424222;16;MUJER;SIN_DATO;SIN_DATO;17/2/2023;DESAPARECIDO;SIN_DATO
CARCHI;0,8150687;-77,7165925;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/4/2023;ENCONTRADO;13/4/2023
AZUAY;-3,11088936;-79,64318155;17;HOMBRE;FALLECIDO;ASESINATO;9/4/2023;FALLECIDO;12/4/2023
PICHINCHA;-0,29719077;-78,52834858;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/3/2023;ENCONTRADO;13/4/2023
GUAYAS;-2,1119962;-79,9888275;14;HOMBRE;SIN_DATO;SIN_DATO;2/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,1224086;-78,4652483;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/4/2023;ENCONTRADO;13/4/2023
CHIMBORAZO;-1,67702553;-78,64631934;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/4/2023;ENCONTRADO;15/4/2023
GALAPAGOS;0,13864128;-91,3480686;49;HOMBRE;EXTRAVIADA;ACCIDENTADO;12/4/2023;ENCONTRADO;13/4/2023
CHIMBORAZO;-1,67592914;-78,65525312;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/4/2023;ENCONTRADO;18/4/2023
GALAPAGOS;-0,7432918;-90,3156893;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/4/2023;ENCONTRADO;13/4/2023
MORONA SANTIAGO;-2,4566285;-78,1678439;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/4/2023;ENCONTRADO;15/4/2023
EL ORO;-3,25614502;-79,95456864;31;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;21/3/2023;ENCONTRADO;20/4/2023
CHIMBORAZO;-2,20057988;-78,84637572;66;HOMBRE;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,1499043;-78,4368256;91;HOMBRE;FALLECIDO;NO DETERMINADA;12/4/2023;FALLECIDO;13/4/2023
PICHINCHA;-0,4066126;-78,5462098;18;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/4/2023;ENCONTRADO;9/5/2023
GUAYAS;-2,0844835;-79,9309719;77;HOMBRE;FALLECIDO;NO DETERMINADA;8/4/2023;FALLECIDO;18/4/2023
GUAYAS;-2,2552923;-79,89489019;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/3/2023;ENCONTRADO;12/4/2023
TUNGURAHUA;-1,1646515;-78,5944718;20;MUJER;SIN_DATO;SIN_DATO;22/4/2023;DESAPARECIDO;SIN_DATO
MORONA SANTIAGO;-2,34019334;-77,45932102;21;MUJER;SIN_DATO;SIN_DATO;12/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,13120408;-79,93819039;25;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/2/2023;ENCONTRADO;13/4/2023
PICHINCHA;-0,50675789;-78,5426288;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/4/2023;ENCONTRADO;9/5/2023
ESMERALDAS;0,88969828;-79,63250394;20;MUJER;SIN_DATO;SIN_DATO;20/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,28235539;-79,88115712;34;HOMBRE;FALLECIDO;NO DETERMINADA;4/4/2023;FALLECIDO;15/4/2023
GUAYAS;-2,19931975;-79,9345869;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/4/2023;ENCONTRADO;13/4/2023
CHIMBORAZO;-2,20267165;-78,84845079;22;HOMBRE;FALLECIDO;ACCIDENTAL;26/3/2023;FALLECIDO;4/5/2023
GUAYAS;-1,880791;-79,936255;29;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;3/4/2023;ENCONTRADO;11/4/2023
TUNGURAHUA;-1,2535706;-78,629308;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/4/2023;ENCONTRADO;24/4/2023
GUAYAS;-2,22834556;-80,07912716;48;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;11/4/2023;ENCONTRADO;15/4/2023
CHIMBORAZO;-2,19573625;-78,84534715;13;HOMBRE;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-2,19529565;-78,84667043;4;MUJER;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1690192;-79,8058407;33;HOMBRE;FALLECIDO;ACCIDENTAL;12/3/2023;FALLECIDO;15/4/2023
CHIMBORAZO;-2,19526919;-78,84548664;15;MUJER;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,2531888;-79,9042272;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/4/2023;ENCONTRADO;15/4/2023
CHIMBORAZO;-2,19487566;-78,84566634;63;HOMBRE;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-2,19581806;-78,84569155;24;MUJER;FALLECIDO;ACCIDENTAL;26/3/2023;FALLECIDO;12/4/2023
GUAYAS;-2,168974;-79,8397207;23;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/3/2023;ENCONTRADO;13/4/2023
CHIMBORAZO;-2,19482824;-78,84613835;43;MUJER;FALLECIDO;ACCIDENTAL;26/3/2023;FALLECIDO;25/4/2023
GUAYAS;-1,85783125;-79,95541386;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/4/2023;ENCONTRADO;25/4/2023
CHIMBORAZO;-2,19471261;-78,84502741;24;HOMBRE;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
AZUAY;-2,7873716;-79,1774268;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/1/2023;ENCONTRADO;10/5/2023
CHIMBORAZO;-2,19471441;-78,84546396;17;HOMBRE;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,1069537;-78,4943735;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/4/2023;ENCONTRADO;14/4/2023
PICHINCHA;-0,1081851;-78,4585723;41;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/4/2023;ENCONTRADO;24/4/2023
CHIMBORAZO;-2,19545282;-78,84552954;37;MUJER;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1971317;-79,9136907;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/4/2023;ENCONTRADO;25/4/2023
CHIMBORAZO;-2,19553169;-78,84528618;8;HOMBRE;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,1427165;-78,4923704;16;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;13/4/2023;ENCONTRADO;14/4/2023
CHIMBORAZO;-2,19608521;-78,84513973;77;MUJER;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-2,19545132;-78,84487055;12;HOMBRE;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
MORONA SANTIAGO;-2,3074378;-78,1202307;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/4/2023;ENCONTRADO;11/5/2023
LOS RIOS;-1,84995401;-79,39404983;45;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/4/2023;ENCONTRADO;29/4/2023
PICHINCHA;-0,0863478;-78,4713848;12;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;12/4/2023;ENCONTRADO;13/4/2023
MORONA SANTIAGO;-2,29921429;-78,09962054;15;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/4/2023;ENCONTRADO;22/4/2023
LOS RIOS;-1,78302034;-79,53878401;39;HOMBRE;FALLECIDO;HOMICIDIO ASESINATO;29/3/2023;FALLECIDO;2/4/2023
CHIMBORAZO;-2,19526919;-78,84548664;30;HOMBRE;FALLECIDO;ACCIDENTAL;26/3/2023;FALLECIDO;17/4/2023
CHIMBORAZO;-1,6647995;-78,6543255;46;MUJER;PROBLEMA ECÓNOMICOS;DEUDAS;11/4/2023;ENCONTRADO;15/4/2023
CHIMBORAZO;-2,19435738;-78,84661703;56;MUJER;FALLECIDO;ACCIDENTAL;26/3/2023;FALLECIDO;22/4/2023
GUAYAS;-2,21959236;-79,93065645;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/4/2023;ENCONTRADO;18/4/2023
PICHINCHA;-0,30800194;-78,56095791;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/4/2023;ENCONTRADO;20/4/2023
IMBABURA;0,62920621;-78,29132164;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;6/4/2023;ENCONTRADO;15/4/2023
LOS RIOS;-1,18416387;-79,50601911;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/4/2023;ENCONTRADO;16/4/2023
AZUAY;-2,8862259;-78,99520311;20;HOMBRE;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;10/4/2023;ENCONTRADO;11/4/2023
LOS RIOS;-1,79418277;-79,53830372;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/3/2023;ENCONTRADO;28/3/2023
PICHINCHA;-0,25702605;-78,54313334;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/4/2023;ENCONTRADO;16/4/2023
GUAYAS;-2,1964404;-79,9056166;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/4/2023;ENCONTRADO;15/4/2023
ESMERALDAS;0,71159322;-79,68920231;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/4/2023;ENCONTRADO;15/5/2023
LOS RIOS;-1,20630992;-79,31375427;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/4/2023;ENCONTRADO;11/5/2023
LOS RIOS;-1,54876954;-79,75064151;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/4/2023;ENCONTRADO;26/4/2023
IMBABURA;0,2324192;-78,2631657;33;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;13/4/2023;ENCONTRADO;17/4/2023
AZUAY;-2,8930994;-79,0031547;35;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/4/2023;ENCONTRADO;8/4/2023
PICHINCHA;-0,50871499;-78,55600708;12;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO FISICO;25/4/2023;ENCONTRADO;28/4/2023
GUAYAS;-2,14527875;-79,59373751;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/4/2023;ENCONTRADO;14/4/2023
IMBABURA;0,3609067;-78,121699;25;MUJER;SIN_DATO;SIN_DATO;20/4/2023;DESAPARECIDO;SIN_DATO
MORONA SANTIAGO;-2,9103284;-77,7909776;38;HOMBRE;SIN_DATO;SIN_DATO;21/4/2023;DESAPARECIDO;SIN_DATO
MORONA SANTIAGO;-2,3074378;-78,1202307;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/4/2023;ENCONTRADO;9/5/2023
LOS RIOS;-1,44155653;-79,46068288;71;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/3/2023;ENCONTRADO;11/5/2023
GUAYAS;-2,14527136;-79,59355512;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/4/2023;ENCONTRADO;14/4/2023
PICHINCHA;-0,1235333;-78,5048458;53;HOMBRE;SIN_DATO;SIN_DATO;5/4/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,8137565;-79,54796873;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/4/2023;ENCONTRADO;26/4/2023
EL ORO;-3,7846512;-79,9122738;17;MUJER;SIN_DATO;SIN_DATO;11/4/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,02254747;-79,46084467;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/4/2023;ENCONTRADO;19/4/2023
PICHINCHA;-0,16503326;-78,31911212;17;MUJER;SIN_DATO;SIN_DATO;3/3/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,2255805;-79,1904065;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/4/2023;ENCONTRADO;29/4/2023
SANTA ELENA;-2,227174;-80,930207;23;MUJER;SIN_DATO;SIN_DATO;8/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2183751;-78,50614875;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/3/2023;ENCONTRADO;14/4/2023
GUAYAS;-2,19819716;-79,92869785;14;MUJER;SIN_DATO;SIN_DATO;17/2/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,2277542;-79,9395439;11;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/4/2023;ENCONTRADO;18/4/2023
LOJA;-4,041627;-79,649287;50;HOMBRE;FALLECIDO;ACCIDENTAL;20/3/2023;FALLECIDO;10/5/2023
PICHINCHA;-0,2442272;-78,5278998;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/4/2023;ENCONTRADO;15/4/2023
PICHINCHA;-0,245266;-78,5234903;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/4/2023;ENCONTRADO;15/4/2023
PICHINCHA;-0,2575728;-78,5164078;15;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/4/2023;ENCONTRADO;15/4/2023
MORONA SANTIAGO;-2,27767199;-78,12253717;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/4/2023;ENCONTRADO;13/5/2023
MORONA SANTIAGO;-2,3074378;-78,1202307;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/4/2023;ENCONTRADO;28/4/2023
PICHINCHA;0,0481462;-78,1418738;32;HOMBRE;SIN_DATO;SIN_DATO;8/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2204251;-78,52499;13;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;13/4/2023;ENCONTRADO;17/4/2023
CAÑAR;-2,75958984;-78,88694113;22;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;5/3/2023;ENCONTRADO;16/4/2023
MORONA SANTIAGO;-2,20403853;-78,36864754;13;HOMBRE;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;13/4/2023;ENCONTRADO;17/4/2023
PICHINCHA;-0,1427165;-78,4923704;15;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;15/4/2023;ENCONTRADO;15/4/2023
LOS RIOS;-1,0340373;-79,452386;14;MUJER;SIN_DATO;SIN_DATO;25/1/2023;DESAPARECIDO;SIN_DATO
ESMERALDAS;1,09013739;-78,99231659;21;MUJER;SIN_DATO;SIN_DATO;23/1/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,327644;-78,5673547;33;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/4/2023;ENCONTRADO;25/4/2023
PICHINCHA;-0,14920007;-78,46459828;29;HOMBRE;SIN_DATO;SIN_DATO;12/1/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,204459;-78,3426905;13;HOMBRE;SIN_DATO;SIN_DATO;8/2/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,0340373;-79,452386;1;HOMBRE;SIN_DATO;SIN_DATO;25/1/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1627096;-79,9417279;37;HOMBRE;SIN_DATO;SIN_DATO;13/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,0778815;-80,0046847;13;MUJER;SIN_DATO;SIN_DATO;3/2/2023;DESAPARECIDO;SIN_DATO
CARCHI;0,81167708;-77,71539446;20;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/4/2023;ENCONTRADO;15/4/2023
GUAYAS;-2,0721549;-79,9345141;16;MUJER;SIN_DATO;SIN_DATO;6/3/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,25414113;-79,12277203;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/4/2023;ENCONTRADO;30/4/2023
LOJA;-4,01966904;-79,19701665;38;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;1/4/2023;ENCONTRADO;15/4/2023
AZUAY;-2,90587525;-79,00082947;21;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;7/4/2023;ENCONTRADO;7/4/2023
BOLIVAR;-1,53833024;-79,00968075;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;2/4/2023;ENCONTRADO;26/4/2023
AZUAY;-2,90647574;-79,0112701;45;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;10/4/2023;ENCONTRADO;10/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,0415994;-79,4955877;16;MUJER;SIN_DATO;SIN_DATO;13/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,188956;-78,5078677;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/4/2023;ENCONTRADO;16/4/2023
SUCUMBIOS;0,0686408;-76,89189767;15;MUJER;SIN_DATO;SIN_DATO;10/1/2023;DESAPARECIDO;SIN_DATO
LOJA;-3,95361604;-79,24708839;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/4/2023;ENCONTRADO;19/4/2023
LOJA;-3,95361604;-79,24708839;37;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/4/2023;ENCONTRADO;19/4/2023
GUAYAS;-2,07214033;-79,93419649;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/4/2023;ENCONTRADO;18/4/2023
GUAYAS;-2,1093272;-79,9487136;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/4/2023;ENCONTRADO;17/4/2023
PICHINCHA;-0,1224086;-78,4652483;59;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/4/2023;ENCONTRADO;16/4/2023
GUAYAS;-2,247564;-79,892338;79;MUJER;SIN_DATO;SIN_DATO;24/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1255987;-79,8821829;14;MUJER;SIN_DATO;SIN_DATO;11/1/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,0795398;-78,4485114;32;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/4/2023;ENCONTRADO;17/4/2023
PICHINCHA;-0,3657103;-78,5505167;28;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/4/2023;ENCONTRADO;16/4/2023
CAÑAR;-2,58240517;-78,94870461;17;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;13/4/2023;ENCONTRADO;18/4/2023
EL ORO;-3,6829718;-79,6735811;56;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/4/2023;ENCONTRADO;18/4/2023
PICHINCHA;-0,2827656;-78,5581264;77;HOMBRE;SIN_DATO;SIN_DATO;23/1/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,03474342;-79,4521021;19;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/4/2023;ENCONTRADO;17/4/2023
